"Region","Complex","Site","Rookery","Source","Lon","Lat","Spp","Comment"
"BC","HATCH POINT","HATCH POINT",NA,"DFO_BCMCA",-123.5337,48.6942,"HS",NA
"BC","HAWKINS ISLAND","HAWKINS ISLAND",NA,"DFO_BCMCA",-123.37048,48.84087,"HS",NA
"BC","HAYSTOCK ISLETS","HAYSTOCK ISLETS",NA,"DFO_BCMCA",-123.50272,48.38449,"HS",NA
"BC","HEATH ISLET","HEATH ISLET",NA,"DFO_BCMCA",-124.3671,49.4804,"HS",NA
"BC","HERON ROCKS","HERON ROCKS",NA,"ODFW",-124.65,49.48333,"SSL",NA
"BC","HIGH ROCKS","HIGH ROCKS",NA,"DFO_BCMCA",-127.12237,49.84908,"HS",NA
"BC","HOLFORD ISLETS","HOLFORD ISLETS",NA,"DFO_BCMCA",-126.80767,50.73298,"HS",NA
"BC","HORN ROCK","HORN ROCK",NA,"DFO_BCMCA",-132.0419,52.775,"HS",NA
"BC","HORNBY ISLAND","HORNBY ISLAND",NA,"ODFW",-124.672,49.525,"SSL",NA
"BC","HORSWELL BLUFF REEF","HORSWELL BLUFF REEF",NA,"DFO_BCMCA",-123.93842,49.21352,"HS",NA
"BC","HOSKINS ISLETS","HOSKINS ISLETS",NA,"DFO_BCMCA",-131.5486,52.5378,"HS",NA
"BC","HOSKYN ROCK","HOSKYN ROCK",NA,"PROVINCE OF BC",-125.15921,50.13894,"HS",NA
"BC","HOWAY ISLAND","HOWAY ISLAND",NA,"DFO_BCMCA",-131.26338,52.39145,"HS",NA
"BC","HOWE BAY REEF","HOWE BAY REEF",NA,"DFO_BCMCA",-131.04233,52.012,"HS",NA
"BC","HUDSON ISLAND","HUDSON ISLAND",NA,"DFO_BCMCA",-123.6834,48.9683,"HS",NA
"BC","HUDSON ROCKS","HUDSON ROCKS",NA,"DFO_BCMCA",-123.9274,49.2276,"HS",NA
"BC","HUSTON INLET REEF","HUSTON INLET REEF",NA,"DFO_BCMCA",-131.24998,52.25527,"HS",NA
"BC","HUSTON ISLET","HUSTON ISLET",NA,"DFO_BCMCA",-126.71822,50.72717,"HS",NA
"BC","HYACINTHE BAY REEF","HYACINTHE BAY REEF",NA,"DFO_BCMCA",-125.22727,50.12086,"HS",NA
"BC","IDOL ISLAND","IDOL ISLAND",NA,"DFO_BCMCA",-123.59445,48.91955,"HS",NA
"BC","IMRIE ISLAND","IMRIE ISLAND",NA,"DFO_BCMCA",-123.3316,48.6947,"HS",NA
"BC","INDIAN POINT","INDIAN POINT",NA,"DFO_BCMCA",-124.8616,49.95055,"HS",NA
"BC","INSKIP ROCK","INSKIP ROCK",NA,"DFO_BCMCA",-123.9516,49.2087,"HS",NA
"BC","IRON POINT","IRON POINT",NA,"DFO_BCMCA",-124.91686,50.02061,"HS",NA
"BC","ISNOR ISLAND","ISNOR ISLAND",NA,"ODFW",-130.55,53.56667,"SSL",NA
"BC","JANE ROCK","JANE ROCK",NA,"DFO_BCMCA",-127.5949,50.9083,"HS",NA
"BC","JAVA ISLETS","JAVA ISLETS",NA,"DFO_BCMCA",-123.11039,48.76067,"HS",NA
"BC","JAVA ISLETS","JAVA ISLETS",NA,"WDFW",-123.1035,48.7594,"HS",NA
"BC","JEROME ISLAND","JEROME ISLAND",NA,"DFO_BCMCA",-127.6212,50.8259,"HS",NA
"BC","JIMMY JUDD ISLAND","JIMMY JUDD ISLAND",NA,"MANUAL",-125.157,50.395,"SSL","ADDED BY  BW 20200723"
"BC","JOSEPH ISLAND ROCKS","JOSEPH ISLAND ROCKS",NA,"ODFW",-133.13333,53.81383,"SSL",NA
"BC","JOYCE ROCKS","JOYCE ROCKS",NA,"DFO_BCMCA",-131.1375,52.3375,"HS",NA
"BC","JUAN PEREZ SOUND","JUAN PEREZ SOUND",NA,"ODFW",-131.412,52.5151,"SSL",NA
"BC","JURASSIC POINT REEF","JURASSIC POINT REEF",NA,"DFO_BCMCA",-127.17807,49.88005,"HS",NA
"BC","KEEFER ROCK","KEEFER ROCK",NA,"DFO_BCMCA",-124.8755,49.9686,"HS",NA
"BC","KELP REEFS","KELP REEFS",NA,"WDFW",-123.2453,48.556,"HS",NA
"BC","KIDDIE POINT","KIDDIE POINT",NA,"DFO_BCMCA",-124.638,49.79893,"HS",NA
"BC","KING ISLETS","KING ISLETS",NA,"DFO_BCMCA",-123.20721,48.80976,"HS",NA
"BC","KINGUI ISLAND","KINGUI ISLAND",NA,"DFO_BCMCA",-131.6277,53.0251,"HS",NA
"BC","KUL ROCKS","KUL ROCKS",NA,"DFO_BCMCA",-131.6024,52.7366,"HS",NA
"BC","KULTUS COVE REEFS","KULTUS COVE REEFS",NA,"DFO_BCMCA",-127.62617,50.48325,"HS",NA
"BC","KWOMAIS POINT","KWOMAIS POINT",NA,"DFO_BCMCA",-122.871,49.0256,"HS",NA
"BC","KYUQUOT SOUND","KYUQUOT SOUND",NA,NA,0,0,NA,"TO BE FIXED LATER"
"BC","LACROIX GROUP","LACROIX GROUP",NA,"DFO_BCMCA",-126.03055,49.15336,"HS",NA
"BC","LADYSMITH HARBOR","LADYSMITH HARBOR",NA,"DFO_BCMCA",-123.7874,48.9911,"HS",NA
"BC","LAKELSE RIVER BAR","LAKELSE RIVER BAR",NA,"DFO_BCMCA",-128.7883,54.45,"HS",NA
"BC","LANGARA ISLAND","LANGARA ISLAND","FALSE","NMML ARCHIVE",-133.01467,54.2605,"SSL",NA
"BC","LAWN POINT","LAWN POINT",NA,"DFO_BCMCA",-127.97937,50.32575,"HS",NA
"BC","LEACH ISLAND BARKLEY SOUND","LEACH ISLAND BARKLEY SOUND",NA,NA,0,0,NA,"TO BE FIXED LATER"
"BC","LEACH ISLET","LEACH ISLET",NA,"ODFW",0,0,"SSL",NA
"BC","LINK ISLAND","LINK ISLAND",NA,"ODFW",-125.083,48.957,"SSL",NA
"BC","LION ISLETS","LION ISLETS",NA,"DFO_BCMCA",-123.3341,48.90097,"HS",NA
"BC","LITTLE D ARCY","LITTLE D ARCY",NA,"WDFW",-123.2591,48.5707,"HS",NA
"BC","LITTLE GENN ISLAND","LITTLE GENN ISLAND",NA,"DFO_BCMCA",-130.2803,54.0926,"HS",NA
"BC","LITTLE ROCK","LITTLE ROCK",NA,"PROVINCE OF BC",-124.95753,50.03662,"HS",NA
"BC","LITTLE ZERO ROCK","LITTLE ZERO ROCK",NA,"DFO_BCMCA",-123.31414,48.52909,"HS",NA
"BC","LIZARD ISLAND","LIZARD ISLAND",NA,"DFO_BCMCA",-123.2201,48.8191,"HS",NA
"BC","LOMGON ISLETS","LOMGON ISLETS",NA,"DFO_BCMCA",-132.08772,52.77592,"HS",NA
"BC","LONG BEACH ROCKS","LONG BEACH ROCKS",NA,"ODFW",-125.71883,49.03883,"SSL",NA
"BC","LOW ISLAND","LOW ISLAND",NA,"DFO_BCMCA",-131.5352,52.9092,"HS",NA
"BC","LUCY ISLAND","LUCY ISLAND",NA,"DFO_BCMCA",-130.61923,54.29288,"HS",NA
"BC","M CHAINED ISLANDS","M CHAINED ISLANDS",NA,"DFO_BCMCA",-125.3515,50.2498,"HS",NA
"BC","M TRAIL ISLANDS","M TRAIL ISLANDS",NA,"DFO_BCMCA",-123.7986,49.4545,"HS",NA
"BC","MAGGOT ISLAND","MAGGOT ISLAND",NA,"ODFW",-128.77933,50.80183,"SSL",NA
"BC","MAJOR ISLET","MAJOR ISLET",NA,"DFO_BCMCA",-124.8149,49.9886,"HS",NA
"BC","MALASPINA STRAIT MCRAE ROCKS","MALASPINA STRAIT MCRAE ROCKS",NA,NA,0,0,NA,"TO BE FIXED LATER"
"BC","MALTBY ISLETS","MALTBY ISLETS",NA,"DFO_BCMCA",-125.76837,49.23685,"HS",NA
"BC","MARA ISLAND ROCK","MARA ISLAND ROCK","FALSE","NMML ARCHIVE",-125.47767,48.8755,"SSL",NA
"BC","MARA ROCKS","MARA ROCKS",NA,NA,0,0,NA,"TO BE FIXED LATER"
"BC","MARCO ROCK","MARCO ROCK",NA,"DFO_BCMCA",-131.5005,52.5189,"HS",NA
"BC","MARINA REEF","MARINA REEF",NA,"DFO_BCMCA",-125.0567,50.0339,"HS",NA
"BC","MARY ROCK","MARY ROCK",NA,"DFO_BCMCA",-127.40958,50.89238,"HS",NA
"BC","MAUDE ISLAND","MAUDE ISLAND",NA,"DFO_BCMCA",-124.0773,49.2694,"HS",NA
"BC","MAUDE REEF","MAUDE REEF",NA,"DFO_BCMCA",-124.68192,49.49925,"HS",NA
"BC","MAYOR CHANNEL REEF","MAYOR CHANNEL REEF",NA,"DFO_BCMCA",-123.28815,48.42356,"HS",NA
"BC","MCCRAE ROCKS","MCCRAE ROCKS",NA,NA,0,0,NA,"TO BE FIXED LATER"
"BC","MCINNES ISLAND","MCINNES ISLAND",NA,"ODFW",-128.72083,52.2625,"SSL",NA
"BC","MCQUARRIE ISLETS","MCQUARRIE ISLETS",NA,"DFO_BCMCA",-127.22408,49.9009,"HS",NA
"BC","MCRAE ISLET","MCRAE ISLET",NA,"DFO_BCMCA",-124.2902,49.7437,"HS",NA
"BC","ME GALIANO ISLAND REEF","ME GALIANO ISLAND REEF",NA,"DFO_BCMCA",-123.4588,48.9445,"HS",NA
"BC","ME HERNANDO ISLAND ROCK","ME HERNANDO ISLAND ROCK",NA,"DFO_BCMCA",-124.884,49.9862,"HS",NA
"BC","ME S THORMANBY ISLAND","ME S THORMANBY ISLAND",NA,"DFO_BCMCA",-123.95,49.48,"HS",NA
"BC","MEADE ISLETS","MEADE ISLETS",NA,"DFO_BCMCA",-125.1195,48.9263,"HS",NA
"BC","MEREWORTH ENTRANCE","MEREWORTH ENTRANCE",NA,"PROVINCE OF BC",-127.41494,51.13719,"HS",NA
"BC","MERMAID POINT","MERMAID POINT",NA,"DFO_BCMCA",-124.1277,49.6511,"HS",NA
"BC","MERRY ISLAND","MERRY ISLAND",NA,"DFO_BCMCA",-123.911,49.4675,"HS",NA
"BC","MIAMI ISLET","MIAMI ISLET",NA,"DFO_BCMCA",-123.7083,49.0375,"HS",NA
"BC","MICKEY ISLAND","MICKEY ISLAND",NA,"DFO_BCMCA",-123.44975,49.37211,"HS",NA
"BC","MILHUS ROCK","MILHUS ROCK",NA,"DFO_BCMCA",-125.1563,48.9819,"HS",NA
"BC","MILL BAY","MILL BAY",NA,"DFO_BCMCA",-123.55111,48.65388,"HS",NA
"BC","MILLAR GROUP","MILLAR GROUP",NA,"DFO_BCMCA",-127.44103,50.9136,"HS",NA
"BC","MILLER ISLET","MILLER ISLET",NA,"DFO_BCMCA",-123.9433,49.7874,"HS",NA
"BC","MISCELLANEOUS SITES","MISCELLANEOUS SITES",NA,NA,0,0,NA,"TO BE FIXED LATER"
"BC","MITLENATCH ISLAND","MITLENATCH ISLAND",NA,"DFO_BCMCA",-125.0027,49.9505,"MIXED",NA
"BC","MITTLENATCH ISLAND","MITTLENATCH ISLAND",NA,NA,0,0,NA,"TO BE FIXED LATER"
"BC","MN TANU ISLAND ROCK","MN TANU ISLAND ROCK",NA,"DFO_BCMCA",-131.6887,52.7728,"HS",NA
"BC","MORESBY ISLAND","MORESBY ISLAND","FALSE","NMML ARCHIVE",-132.35917,52.97267,"SSL",NA
"BC","MOUAT ISLANDS","MOUAT ISLANDS",NA,"DFO_BCMCA",-124.4613,49.6335,"HS",NA
"BC","MOUAT REEF","MOUAT REEF",NA,"DFO_BCMCA",-123.29792,48.41099,"HS",NA
"BC","MOWGLI ISLAND","MOWGLI ISLAND",NA,"DFO_BCMCA",-123.6097,48.9741,"HS",NA
"BC","MSW TEXADA ISLAND","MSW TEXADA ISLAND",NA,"DFO_BCMCA",-124.33506,49.57866,"HS",NA
"BC","MUD BAY","MUD BAY",NA,"DFO_BCMCA",-124.7842,49.4808,"HS",NA
"BC","MUIR POINT","MUIR POINT",NA,"DFO_BCMCA",-123.7508,48.3582,"HS",NA
"BC","MUNROE ROCK","MUNROE ROCK",NA,"DFO_BCMCA",-123.3017,48.5958,"HS",NA
"BC","MUNSIE ROCKS","MUNSIE ROCKS",NA,"DFO_BCMCA",-127.3202,49.96153,"HS",NA
"BC","MURDER POINT","MURDER POINT",NA,"DFO_BCMCA",-123.1516,48.7638,"HS",NA
"BC","MW GALIANO ISLAND REEF A","MW GALIANO ISLAND REEF A",NA,"DFO_BCMCA",-123.4264,48.9104,"HS",NA
"BC","MW GALIANO ISLAND REEF B","MW GALIANO ISLAND REEF B",NA,"DFO_BCMCA",-123.4488,48.9202,"HS",NA
"BC","MW GALIANO ISLAND REEF C","MW GALIANO ISLAND REEF C",NA,"DFO_BCMCA",-123.4882,48.9344,"HS",NA
"BC","MW GALIANO ISLAND REEF D","MW GALIANO ISLAND REEF D",NA,"DFO_BCMCA",-123.5399,48.9565,"HS",NA
"BC","MW S THORMANBY ISLAND","MW S THORMANBY ISLAND",NA,"DFO_BCMCA",-123.9788,49.4825,"HS",NA
"BC","MW TEXADA ISLAND","MW TEXADA ISLAND",NA,"DFO_BCMCA",-124.4353,49.6208,"HS",NA
"BC","MW WALLACE ISLAND","MW WALLACE ISLAND",NA,"DFO_BCMCA",-123.5567,48.9452,"HS",NA
"BC","MYRTLE ROCKS","MYRTLE ROCKS",NA,"DFO_BCMCA",-124.4753,49.7904,"HS",NA
"BC","MYSTERY REEF","MYSTERY REEF",NA,"DFO_BCMCA",-124.7227,49.9064,"HS",NA
"BC","N ALDER ISLAND ROCK","N ALDER ISLAND ROCK",NA,"DFO_BCMCA",-131.3242,52.4533,"HS",NA
"BC","N BAMBERTON","N BAMBERTON",NA,"DFO_BCMCA",-123.5208,48.595,"HS",NA
"BC","N BLACKBERRY POINT","N BLACKBERRY POINT",NA,"DFO_BCMCA",-123.6567,49.071,"HS",NA
"BC","N BOULDER ISLAND REEF","N BOULDER ISLAND REEF",NA,"DFO_BCMCA",-131.30047,52.29762,"HS",NA
"BC","N BRETON ISLANDS ISLET","N BRETON ISLANDS ISLET",NA,"DFO_BCMCA",-125.1838,50.13025,"HS",NA
"BC","N COD REEF","N COD REEF",NA,"DFO_BCMCA",-123.3005,48.6583,"HS",NA
"BC","N COX ISLAND","N COX ISLAND",NA,"DFO_BCMCA",-128.60457,50.81368,"HS",NA
"BC","N DANGER ROCKS","N DANGER ROCKS","FALSE","NMML ARCHIVE",-130.34167,53.25567,"SSL",NA
"BC","N FALSE HEAD","N FALSE HEAD",NA,"DFO_BCMCA",-127.2933,50.66,"HS",NA
"BC","N FAVADA POINT ROCK","N FAVADA POINT ROCK",NA,"DFO_BCMCA",-124.6342,49.7387,"HS",NA
"BC","N FOLGER ISLAND","N FOLGER ISLAND",NA,"DFO_BCMCA",-125.2463,48.8302,"HS",NA
"BC","N GENN ISLANDS","N GENN ISLANDS",NA,"DFO_BCMCA",-130.2858,54.0963,"HS",NA
"BC","N GILES BAY","N GILES BAY",NA,"DFO_BCMCA",-124.51226,49.68037,"HS",NA
"BC","N GILLAM ISLANDS","N GILLAM ISLANDS",NA,"DFO_BCMCA",-127.97063,50.44853,"HS",NA
"BC","N GOOCH ISLAND","N GOOCH ISLAND",NA,"DFO_BCMCA",-123.2897,48.6655,"HS",NA
"BC","N GOUDGE ISLAND REEF","N GOUDGE ISLAND REEF",NA,"DFO_BCMCA",-123.3932,48.6881,"HS",NA
"BC","N GOWLLAND POINT REEF","N GOWLLAND POINT REEF",NA,"DFO_BCMCA",-123.17875,48.74041,"HS",NA
"BC","N HALKETT POINT","N HALKETT POINT",NA,"DFO_BCMCA",-123.3133,49.45986,"HS",NA
"BC","N HALL ISLAND","N HALL ISLAND",NA,"DFO_BCMCA",-123.60707,48.98619,"HS",NA
"BC","N HANCOCK POINT","N HANCOCK POINT",NA,"DFO_BCMCA",-131.15,52.2412,"HS",NA
"BC","N HEDLEY ISLANDS ROCK","N HEDLEY ISLANDS ROCK",NA,"DFO_BCMCA",-127.5765,50.9152,"HS",NA
"BC","N HERMIT ISLAND ROCK","N HERMIT ISLAND ROCK",NA,"DFO_BCMCA",-123.4705,49.3724,"HS",NA
"BC","N HIGH ISLAND REEF","N HIGH ISLAND REEF",NA,"DFO_BCMCA",-131.01475,52.13162,"HS",NA
"BC","N HUSSAR POINT REEF","N HUSSAR POINT REEF",NA,"DFO_BCMCA",-127.6527,50.8616,"HS",NA
"BC","N IRBY POINT ROCKS","N IRBY POINT ROCKS",NA,"DFO_BCMCA",-123.299,49.5135,"HS",NA
"BC","N KAT ISLAND REEF","N KAT ISLAND REEF",NA,"DFO_BCMCA",-131.3861,52.39567,"HS",NA
"BC","N KENDRICK ISLAND REEF","N KENDRICK ISLAND REEF",NA,"DFO_BCMCA",-123.69151,49.12612,"HS",NA
"BC","N KNAPP ISLAND","N KNAPP ISLAND",NA,"DFO_BCMCA",-123.3965,48.7021,"HS",NA
"BC","N LAGOON ISLAND REEF","N LAGOON ISLAND REEF",NA,"DFO_BCMCA",-125.87768,49.20455,"HS",NA
"BC","N LEACH ISLET ROCK","N LEACH ISLET ROCK",NA,"DFO_BCMCA",-125.2408,48.8321,"HS",NA
"BC","N LEDGE ROCK","N LEDGE ROCK",NA,"DFO_BCMCA",-126.69748,50.69257,"HS",NA
"BC","N LITTLE RIVER","N LITTLE RIVER",NA,"DFO_BCMCA",-124.93291,49.74647,"HS",NA
"BC","N LITTLE RIVER REEF","N LITTLE RIVER REEF",NA,"DFO_BCMCA",-124.9618,49.768,"HS",NA
"BC","N MARSHALL POINT","N MARSHALL POINT",NA,"DFO_BCMCA",-124.6326,49.7835,"HS",NA
"BC","N MARTINI ISLAND REEF","N MARTINI ISLAND REEF",NA,"DFO_BCMCA",-130.4167,54.2533,"HS",NA
"BC","N MCDONALD CREEK BAR","N MCDONALD CREEK BAR",NA,"DFO_BCMCA",-129.9222,54.125,"HS",NA
"BC","N MCLEOD ISLAND","N MCLEOD ISLAND",NA,"DFO_BCMCA",-127.4795,50.894,"HS",NA
"BC","N MOOS ISLET","N MOOS ISLET",NA,"DFO_BCMCA",-127.31638,49.9776,"HS",NA
"BC","N MUSGRAVE POINT REEF","N MUSGRAVE POINT REEF",NA,"DFO_BCMCA",-123.5615,48.75732,"HS",NA
"BC","N NELSON POINT REEF","N NELSON POINT REEF",NA,"DFO_BCMCA",-131.6715,52.885,"HS",NA
"BC","N NUMAS ISLANDS REEF","N NUMAS ISLANDS REEF",NA,"DFO_BCMCA",-127.08978,50.7723,"HS",NA
"BC","N PAUL ISLAND ROCK","N PAUL ISLAND ROCK",NA,"DFO_BCMCA",-124.2197,49.5109,"HS",NA
"BC","N POPHAM ISLAND REEFS","N POPHAM ISLAND REEFS",NA,"DFO_BCMCA",-123.4906,49.3623,"HS",NA
"BC","N QUALICUM BAY REEF","N QUALICUM BAY REEF",NA,"DFO_BCMCA",-124.6433,49.4242,"HS",NA
"BC","N RAFAEL POINT REEF","N RAFAEL POINT REEF",NA,"DFO_BCMCA",-126.23765,49.31378,"HS",NA
"BC","N REEF","N REEF",NA,"DFO_BCMCA",-123.6242,48.9134,"HS",NA
"BC","N ROBERTS BANK SITE C","N ROBERTS BANK SITE C",NA,"DFO_BCMCA",-123.2367,49.115,"HS",NA
"BC","N ROBERTS BANK SITE D","N ROBERTS BANK SITE D",NA,"DFO_BCMCA",-123.2799,49.0942,"HS",NA
"BC","N ROBERTS BANK SITE E","N ROBERTS BANK SITE E",NA,"DFO_BCMCA",-123.1904,49.1103,"HS",NA
"BC","N ROBERTS BANK SITE F","N ROBERTS BANK SITE F",NA,"DFO_BCMCA",-123.2067,49.102,"HS",NA
"BC","N ROBERTS BANK SITE G","N ROBERTS BANK SITE G",NA,"DFO_BCMCA",-123.2267,49.1168,"HS",NA
"BC","N ROBERTS BANK SITE H","N ROBERTS BANK SITE H",NA,"DFO_BCMCA",-123.2943,49.081,"HS",NA
"BC","N ROBERTS BANK SITE J","N ROBERTS BANK SITE J",NA,"DFO_BCMCA",-123.20112,49.11058,"HS",NA
"BC","N S PENDER ISLAND","N S PENDER ISLAND",NA,"DFO_BCMCA",-123.2216,48.76036,"HS",NA
"BC","N SCHOONER REEF","N SCHOONER REEF",NA,"DFO_BCMCA",-124.1306,49.2983,"HS",NA
"BC","N SHUTTLE ISLAND REEF","N SHUTTLE ISLAND REEF",NA,"DFO_BCMCA",-131.7242,52.6842,"HS",NA
"BC","N SOMBRIO POINT","N SOMBRIO POINT",NA,"DFO_BCMCA",-124.3125,48.5058,"HS",NA
"BC","N STURGESS BAY REEF","N STURGESS BAY REEF",NA,"DFO_BCMCA",-132.2333,54.0533,"HS",NA
"BC","N TWIST ISLAND","N TWIST ISLAND",NA,"DFO_BCMCA",-126.69745,50.6298,"HS",NA
"BC","N WALLACE POINT ROCK","N WALLACE POINT ROCK",NA,"DFO_BCMCA",-123.22949,48.73856,"HS",NA
"BC","N WALLIS POINT ROCKS","N WALLIS POINT ROCKS",NA,"DFO_BCMCA",-124.1119,49.27537,"HS",NA
"BC","N WHITESTONE ISLANDS","N WHITESTONE ISLANDS",NA,"DFO_BCMCA",-124.04312,49.59842,"HS",NA
"BC","N WORLCOMBE ISLAND REEF","N WORLCOMBE ISLAND REEF",NA,"DFO_BCMCA",-123.46073,49.3519,"HS",NA
"BC","NAIAD ISLETS","NAIAD ISLETS",NA,"DFO_BCMCA",-127.68972,51.02568,"HS",NA
"BC","NANAIMO","NECK POINT",NA,NA,0,0,NA,"TO BE FIXED LATER"
"BC","NANAIMO RIVER FLATS","NANAIMO RIVER FLATS",NA,"DFO_BCMCA",-123.907,49.1488,"HS",NA
"BC","NANOOSE BAY","NANOOSE BAY",NA,"DFO_BCMCA",-124.1774,49.2659,"HS",NA
"BC","NARES ROCK","NARES ROCK",NA,"DFO_BCMCA",-124.07039,49.63146,"HS",NA
"BC","NARVAEZ BAY ROCK","NARVAEZ BAY ROCK",NA,"DFO_BCMCA",-123.09865,48.77531,"HS",NA
"BC","NASH BANK REEF","NASH BANK REEF",NA,"DFO_BCMCA",-124.6142,49.5038,"HS",NA
"BC","NE BRETON ISLAND","NE BRETON ISLAND",NA,"DFO_BCMCA",-125.177,50.1291,"HS",NA
"BC","NE BRYANT ISLANDS","NE BRYANT ISLANDS",NA,"DFO_BCMCA",-125.3613,48.9545,"HS",NA
"BC","NE CAPE COOK REEF","NE CAPE COOK REEF",NA,"DFO_BCMCA",-127.90258,50.14308,"HS",NA
"BC","NE COX ISLAND","NE COX ISLAND",NA,"DFO_BCMCA",-128.57692,50.80795,"HS",NA
"BC","NE DE COURCY ISLAND REEF","NE DE COURCY ISLAND REEF",NA,"DFO_BCMCA",-123.7514,49.1128,"HS",NA
"BC","NE FERRER POINT REEF","NE FERRER POINT REEF",NA,"DFO_BCMCA",-126.9724,49.75182,"HS",NA
"BC","NE GABRIOLA ISLAND REEF A","NE GABRIOLA ISLAND REEF A",NA,"DFO_BCMCA",-123.7972,49.182,"HS",NA
"BC","NE GABRIOLA ISLAND REEF B","NE GABRIOLA ISLAND REEF B",NA,"DFO_BCMCA",-123.7859,49.1778,"HS",NA
"BC","NE GABRIOLA ISLAND REEF C","NE GABRIOLA ISLAND REEF C",NA,"DFO_BCMCA",-123.7692,49.1688,"HS",NA
"BC","NE GABRIOLA ISLAND REEF D","NE GABRIOLA ISLAND REEF D",NA,"DFO_BCMCA",-123.7408,49.1628,"HS",NA
"BC","NE GALIANO ISLAND","NE GALIANO ISLAND",NA,"DFO_BCMCA",-123.54802,48.99084,"HS",NA
"BC","NE JERVIS ISLAND","NE JERVIS ISLAND",NA,"DFO_BCMCA",-124.2397,49.5176,"HS",NA
"BC","NE LANZ ISLAND","NE LANZ ISLAND",NA,"DFO_BCMCA",-128.68,50.8291,"HS",NA
"BC","NE LASQUETI ISLAND ROCK","NE LASQUETI ISLAND ROCK",NA,"DFO_BCMCA",-124.20578,49.48152,"HS",NA
"BC","NE LINK ISLAND ROCK","NE LINK ISLAND ROCK",NA,"DFO_BCMCA",-125.0774,48.9596,"HS",NA
"BC","NE LINK ISLAND ROCK","NE LINK ISLAND ROCK",NA,"DFO_BCMCA",-123.7639,49.1206,"HS",NA
"BC","NE MIDSUMMER ISLAND REEFS","NE MIDSUMMER ISLAND REEFS",NA,"DFO_BCMCA",-126.61138,50.65465,"HS",NA
"BC","NE MISTAKEN ISLAND REEFS","NE MISTAKEN ISLAND REEFS",NA,"DFO_BCMCA",-124.2185,49.3274,"HS",NA
"BC","NE NANKIVELL POINT","NE NANKIVELL POINT",NA,"DFO_BCMCA",-132.7868,54.1416,"HS",NA
"BC","NE NOSE POINT","NE NOSE POINT",NA,"DFO_BCMCA",-123.42039,48.84989,"HS",NA
"BC","NE PATRICIA BAY","NE PATRICIA BAY",NA,"DFO_BCMCA",-123.4547,48.6645,"HS",NA
"BC","NE REYNOLDS POINT REEF","NE REYNOLDS POINT REEF",NA,"DFO_BCMCA",-123.7959,49.099,"HS",NA
"BC","NE ROWLEY REEFS","NE ROWLEY REEFS",NA,"DFO_BCMCA",-127.96858,50.40322,"HS",NA
"BC","NE S PENDER ISLAND","NE S PENDER ISLAND",NA,"DFO_BCMCA",-123.18768,48.75172,"HS",NA
"BC","NE SECRETARY ISLANDS","NE SECRETARY ISLANDS",NA,"DFO_BCMCA",-123.59691,48.96903,"HS",NA
"BC","NE STANLEY POINT","NE STANLEY POINT",NA,"DFO_BCMCA",-123.3214,48.8219,"HS",NA
"BC","NE STORM ISLANDS","NE STORM ISLANDS",NA,"DFO_BCMCA",-127.70965,51.02462,"HS",NA
"BC","NE TOMMY POINT REEF","NE TOMMY POINT REEF",NA,"DFO_BCMCA",-127.5509,50.9203,"HS",NA
"BC","NE VALDES ISLAND ROCK","NE VALDES ISLAND ROCK",NA,"DFO_BCMCA",-123.6668,49.1088,"HS",NA
"BC","NE WEYNTON ISLAND","NE WEYNTON ISLAND",NA,"DFO_BCMCA",-126.7906,50.5747,"HS",NA
"BC","NECK POINT","NECK POINT",NA,"DFO_BCMCA",-123.9613,49.2367,"HS",NA
"BC","NEGRO ROCK","NEGRO ROCK",NA,"DFO_BCMCA",-126.37568,50.59598,"HS",NA
"BC","NELSON ROCK","NELSON ROCK",NA,"DFO_BCMCA",-124.11887,49.64342,"HS",NA
"BC","NICHOLAS ISLANDS","NICHOLAS ISLANDS",NA,"DFO_BCMCA",-127.8066,50.9235,"HS",NA
"BC","NICHOLSON COVE REEF","NICHOLSON COVE REEF",NA,"DFO_BCMCA",-123.75412,49.04798,"HS",NA
"BC","NIMPKISH BANK","NIMPKISH BANK",NA,"DFO_BCMCA",-126.95465,50.57367,"HS",NA
"BC","NME GALIANO ISLAND","NME GALIANO ISLAND",NA,"DFO_BCMCA",-123.49236,48.95521,"HS",NA
"BC","NOB ROCK","NOB ROCK",NA,"DFO_BCMCA",-131.5292,52.7792,"HS",NA
"BC","NOCTURNE ISLAND","NOCTURNE ISLAND",NA,"DFO_BCMCA",-124.20304,49.71536,"HS",NA
"BC","NORRIS ROCKS","NORRIS ROCKS",NA,"DFO_BCMCA",-124.64681,49.48441,"MIXED",NA
"BC","NORTHEAST POINT","NORTHEAST POINT",NA,"DFO_BCMCA",-124.3665,49.7137,"HS",NA
"BC","NW ACLAND ISLANDS REEFS","NW ACLAND ISLANDS REEFS",NA,"DFO_BCMCA",-123.3841,48.8163,"HS",NA
"BC","NW ALDER ISLAND REEF","NW ALDER ISLAND REEF",NA,"DFO_BCMCA",-126.6191,50.6072,"HS",NA
"BC","NW BRETHOUR ISLAND","NW BRETHOUR ISLAND",NA,"DFO_BCMCA",-123.3222,48.6794,"HS",NA
"BC","NW CAPE BEALE ROCK","NW CAPE BEALE ROCK",NA,"DFO_BCMCA",-125.2147,48.7934,"HS",NA
"BC","NW CAPE PALMERSTON","NW CAPE PALMERSTON",NA,"DFO_BCMCA",-128.32105,50.61698,"HS",NA
